user_id,time_stamp,adgroup_id,pid,nonclk,clk,tag_category_list,tag_brand_list,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,cate_id,campaign_id,customer,brand,price
286630,1494289247,13,430539_1007,1,0,,,17,3,2,3,1,3,0,4,7211,130458,6395,112840,289.0
771431,1494153867,13,430548_1007,1,0,1519,420058,31,4,2,4,1,3,0,4,7211,130458,6395,112840,289.0
707120,1494220810,13,430548_1007,1,0,,,,,,,,,,,7211,130458,6395,112840,289.0
530454,1494293746,13,430548_1007,1,0,,,31,4,2,4,1,3,0,4,7211,130458,6395,112840,289.0
212552,1494568857,13,430548_1007,1,0,7205|7207|7211|7211|7211,163561|270708|166811|250357|247756,0,3,2,3,,3,0,4,7211,130458,6395,112840,289.0
812839,1494311176,13,430539_1007,1,0,7211|7211|7208|1154|7205,210521|319626|365271|376427|404909,21,3,2,3,2,3,0,1,7211,130458,6395,112840,289.0
251948,1494281673,13,430539_1007,1,0,6261|7209|7209|4520|6261,45544|258415|279261|318890|33931,20,3,2,3,2,3,0,3,7211,130458,6395,112840,289.0
560492,1494545239,13,430539_1007,1,0,7211|4384|2842|7211|4766,210521|247789|36644|36644|383997,0,3,2,3,,3,0,,7211,130458,6395,112840,289.0
384206,1494475741,13,430539_1007,1,0,7211|6967,297071|10300,20,3,2,3,2,3,0,4,7211,130458,6395,112840,289.0
251948,1494540717,13,430539_1007,1,0,4284|6261|6261|7209|7209,107649|113264|45544|258415|279261,20,3,2,3,2,3,0,3,7211,130458,6395,112840,289.0
866880,1494124396,13,430548_1007,1,0,6183,287531,0,3,2,3,,3,0,2,7211,130458,6395,112840,289.0
1065947,1494054790,15,430539_1007,1,0,6428|4854|4609|11792|4517,12869|264740|61622|264740|264740,0,5,2,5,,3,0,,7023,397386,51962,7465,65.0
243365,1494132756,28,430548_1007,1,0,3110,257901,0,10,1,4,,3,0,2,11166,396577,51088,304801,8.5
696122,1494555943,37,430548_1007,1,0,4930|5467|5467|5467|5241,361825|7505|301413|48910|252768,0,9,1,3,,3,0,4,5467,398528,53136,1644,20.0
826763,1494306022,38,430539_1007,1,0,,,20,3,2,3,2,3,0,4,4535,394495,5122,387739,1800.0
357293,1494596656,38,430548_1007,1,0,11417|2287|11435,81642|264895|270932,0,4,2,4,,3,0,3,4535,394495,5122,387739,1800.0
329004,1494079767,38,430548_1007,1,0,1478,42841,76,10,1,4,3,2,0,4,4535,394495,5122,387739,1800.0
26279,1494478631,38,430539_1007,1,0,5892|6628|9386,388698|388698|388698,0,9,1,3,,3,0,2,4535,394495,5122,387739,1800.0
789015,1494337759,38,430539_1007,1,0,,,44,5,2,5,2,3,0,2,4535,394495,5122,387739,1800.0
237042,1494485187,38,430548_1007,1,0,,,66,9,1,3,2,3,0,2,4535,394495,5122,387739,1800.0
368892,1494248485,38,430539_1007,1,0,1665|9834|4551|4434|6163,422876|213040|160573|38578|197741,0,4,2,4,,3,0,1,4535,394495,5122,387739,1800.0
621099,1494334324,38,430548_1007,1,0,,,0,10,1,4,,2,0,,4535,394495,5122,387739,1800.0
940360,1494381318,38,430548_1007,1,0,,,0,11,1,5,,2,0,,4535,394495,5122,387739,1800.0
770798,1494387236,38,430548_1007,1,0,,,0,8,1,2,,3,0,4,4535,394495,5122,387739,1800.0
992212,1494420792,38,430539_1007,1,0,,,67,9,1,3,2,3,0,4,4535,394495,5122,387739,1800.0
36923,1494402685,38,430539_1007,1,0,,,,,,,,,,,4535,394495,5122,387739,1800.0
36923,1494080687,38,430539_1007,1,0,,,,,,,,,,,4535,394495,5122,387739,1800.0
576962,1494079060,38,430548_1007,1,0,877|10888|531|10886|10888,383567|179305|207701|179305|342482,88,11,1,5,1,3,0,1,4535,394495,5122,387739,1800.0
770798,1494598071,38,430548_1007,1,0,,,0,8,1,2,,3,0,4,4535,394495,5122,387739,1800.0
390805,1494158605,38,430548_1007,1,0,4535|7853,236298|28313,0,3,2,3,2,3,0,,4535,394495,5122,387739,1800.0
791166,1494566699,39,430539_1007,1,0,,,43,5,2,5,2,3,0,1,6679,391165,45328,NULL,1.9
456470,1494286805,46,430548_1007,1,0,5539|5467|5539|7211|5467,446988|410387|446988|374390|175575,,,,,,,,,5467,398528,53136,1644,1.6
199003,1494047474,46,430539_1007,1,0,,,0,3,2,3,,3,0,,5467,398528,53136,1644,1.6
669432,1494471085,47,430548_1007,1,0,,,0,10,1,4,,3,0,,3303,395144,49555,31972,1.8
669432,1494504547,47,430548_1007,1,0,,,0,10,1,4,,3,0,,3303,395144,49555,31972,1.8
68522,1494055326,49,430548_1007,1,0,,,0,3,2,3,,3,0,4,5302,388909,42997,297367,398.0
68522,1494037407,49,430548_1007,1,0,,,0,3,2,3,,3,0,4,5302,388909,42997,297367,398.0
206767,1494222577,54,430548_1007,1,0,,,0,8,1,2,,1,0,,9766,133510,13651,449121,1900.0
1104240,1494082886,57,430548_1007,1,0,7289|7290|11057|11057|11059,366654|42027|186041|186041|453692,,,,,,,,,11058,398661,53233,453692,700.0
504685,1494560966,58,430548_1007,1,0,10322,425589,0,11,1,5,,3,0,2,7066,392229,46415,NULL,50.0
310639,1494507064,59,430539_1007,1,0,6152|4301|6261|10141|10141,428132|3760|247789|304557|403792,0,3,2,3,,3,0,1,4642,209616,20301,336362,968.0
678379,1494079172,59,430539_1007,1,0,4642|5944|6952|12911|12031,358176|259741|416410|99624|87165,79,10,1,4,2,3,0,1,4642,209616,20301,336362,968.0
60597,1494609285,60,430548_1007,1,0,5329|4639|4345|414|4302,403392|288295|213427|270528|93068,0,9,1,3,,3,0,2,11175,383995,30052,342477,19.0
183387,1494047831,60,430548_1007,1,0,6300,143597,17,3,2,3,1,3,0,4,11175,383995,30052,342477,19.0
183387,1494077875,60,430548_1007,1,0,6300,143597,17,3,2,3,1,3,0,4,11175,383995,30052,342477,19.0
183387,1494072070,60,430548_1007,1,0,6300,143597,17,3,2,3,1,3,0,4,11175,383995,30052,342477,19.0
720856,1494146503,60,430539_1007,1,0,,,81,10,1,4,2,3,0,4,11175,383995,30052,342477,19.0
628285,1494372559,60,430539_1007,1,0,,,0,4,2,4,,3,0,3,11175,383995,30052,342477,19.0
122266,1494584075,60,430548_1007,1,0,,,0,4,2,4,,3,0,2,11175,383995,30052,342477,19.0
766690,1494655778,60,430539_1007,1,0,,,45,5,2,5,2,3,0,4,11175,383995,30052,342477,19.0
494196,1494666963,64,430548_1007,1,0,4564,373576,0,11,1,5,,1,0,,9784,394964,6743,412482,2392.5
520687,1494632772,70,430548_1007,1,0,10008|6708|6708|6708|6708,113555|56698|56698|94151|94151,19,3,2,3,2,3,0,2,1150,120301,2867,NULL,63.0
893779,1494643033,76,430539_1007,1,0,10810|8194|8194|10811|6967,460953|102134|132847|93403|93403,0,9,1,3,,3,0,,3372,228749,32045,58175,1980.0
826133,1494686707,76,430539_1007,1,0,,,0,10,1,4,,1,0,,3372,228749,32045,58175,1980.0
957050,1494599732,76,430539_1007,1,0,7184|7184|3372|8212|11588,403528|327733|30908|82424|370203,,,,,,,,,3372,228749,32045,58175,1980.0
668765,1494076114,79,430548_1007,1,0,6388|123|932|6423|4520,309857|424034|396992|319804|188059,0,4,2,4,,3,0,,6379,148809,19444,336541,36.0
392643,1494391982,81,430548_1007,1,0,,,61,9,1,3,2,2,0,3,6887,398858,53487,NULL,580.0
354780,1494400215,82,430539_1007,1,0,,,0,11,1,5,,3,0,2,6882,398858,53487,NULL,1750.0
10772,1494393723,85,430548_1007,1,0,,,0,4,2,4,,3,0,3,6873,398858,53487,443907,720.0
563874,1494468661,85,430548_1007,1,0,5989|5989|5857|11868|10479,53128|53128|114642|93403|125160,21,3,2,3,2,3,0,1,6873,398858,53487,443907,720.0
683451,1494229042,85,430539_1007,1,0,,,0,11,1,5,,3,0,4,6873,398858,53487,443907,720.0
843030,1494294637,85,430548_1007,1,0,4267|7889|1657|12206|4584,209948|23723|454343|433834|199870,54,8,1,2,1,3,1,2,6873,398858,53487,443907,720.0
53386,1494668330,85,430539_1007,1,0,,,0,3,2,3,,3,0,1,6873,398858,53487,443907,720.0
260082,1494304209,91,430548_1007,1,0,,,0,10,1,4,3,2,0,,6871,398858,53487,NULL,720.0
648738,1494488556,91,430548_1007,1,0,8155|8824,341294|88078,92,11,1,5,2,3,0,4,6871,398858,53487,NULL,720.0
808334,1494310890,92,430548_1007,1,0,,,0,11,1,5,,3,0,4,9902,398858,53487,NULL,1980.0
95460,1494484491,92,430548_1007,1,0,,,0,11,1,5,,1,0,3,9902,398858,53487,NULL,1980.0
918382,1494285682,102,430539_1007,1,0,6519,95766,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
972042,1494664136,102,430539_1007,1,0,7678|6606|6559|6606|6261,102457|167016|101331|102457|105308,0,2,2,2,,3,0,1,126,138148,20107,102457,98.0
378262,1494325707,102,430539_1007,1,0,6432|6512|293|11792|6939,67941|196730|88978|264740|174314,22,3,2,3,3,3,0,3,126,138148,20107,102457,98.0
738208,1494198871,102,430548_1007,1,0,,,34,4,2,4,2,3,0,4,126,138148,20107,102457,98.0
878047,1494510483,102,430539_1007,1,0,,,0,5,2,5,,3,0,4,126,138148,20107,102457,98.0
749715,1494061994,102,430539_1007,1,0,,,0,11,1,5,,1,0,,126,138148,20107,102457,98.0
378262,1494682015,102,430539_1007,1,0,10875|10875|6428|562|813,78538|176786|100802|118028|60772,22,3,2,3,3,3,0,3,126,138148,20107,102457,98.0
114993,1494559330,102,430539_1007,1,0,,,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
974392,1494239695,102,430539_1007,1,0,4520|4640|11156|6438|4282,117096|236225|189183|29423|174728,57,8,1,2,2,3,0,3,126,138148,20107,102457,98.0
642854,1494264162,102,430539_1007,0,1,6735|6735|6736|492|5162,160801|160801|373449|95766|392594,8,2,2,2,2,3,0,3,126,138148,20107,102457,98.0
443793,1494155701,102,430539_1007,0,1,,,0,4,2,4,,3,0,1,126,138148,20107,102457,98.0
642854,1494474246,102,430539_1007,1,0,7746|1535|1535|6735|6735,316139|191185|342760|160801|160801,8,2,2,2,2,3,0,3,126,138148,20107,102457,98.0
443793,1494496413,102,430539_1007,1,0,6057|492|492,85412|268007|402276,0,4,2,4,,3,0,1,126,138148,20107,102457,98.0
872834,1494303087,102,430539_1007,1,0,6056|6143|7862|492|6548,92329|373765|264740|445095|334368,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
644063,1494632747,102,430548_1007,1,0,7429|366,320209|224985,0,9,1,3,,3,0,2,126,138148,20107,102457,98.0
618501,1494655235,102,430539_1007,1,0,6952,10300,0,10,1,4,,3,0,2,126,138148,20107,102457,98.0
416214,1494389576,102,430539_1007,1,0,,,0,2,2,2,,3,0,4,126,138148,20107,102457,98.0
914080,1494586728,102,430539_1007,1,0,,,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
914080,1494330083,102,430539_1007,1,0,,,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
415870,1494396737,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
695684,1494588799,102,430539_1007,1,0,6313,237676,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
165841,1494486520,102,430539_1007,1,0,6548|492|492|492|8071,142470|275178|275178|275178|391799,0,4,2,4,,3,0,4,126,138148,20107,102457,98.0
567226,1494545585,102,430539_1007,1,0,,,34,4,2,4,2,3,0,4,126,138148,20107,102457,98.0
190272,1494641392,102,430539_1007,1,0,,,20,3,2,3,2,3,0,3,126,138148,20107,102457,98.0
718405,1494676111,102,430539_1007,1,0,6183|6183|122|731|731,19553|234977|211483|95766|270147,,,,,,,,,126,138148,20107,102457,98.0
718405,1494289938,102,430539_1007,1,0,4781|7835|122|6255|9994,22315|384366|424985|405948|270352,,,,,,,,,126,138148,20107,102457,98.0
718405,1494070463,102,430539_1007,1,0,6255|9994|7202|7835|122,405948|270352|371153|221131|390697,,,,,,,,,126,138148,20107,102457,98.0
859607,1494667601,102,430539_1007,1,0,844|6255|6578|6422,56500|116740|102457|62633,0,4,2,4,,3,0,2,126,138148,20107,102457,98.0
859607,1494039802,102,430539_1007,1,0,6578|6422,102457|62633,0,4,2,4,,3,0,2,126,138148,20107,102457,98.0
633475,1494412456,102,430539_1007,1,0,8197|6426|10912|6750|4432,271062|66152|264740|22498|20684,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
593147,1494365404,102,430539_1007,1,0,,,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
593147,1494621663,102,430539_1007,1,0,,,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
167978,1494663618,102,430539_1007,1,0,4301|932|1044|6547|6547,76123|182608|224985|224985|136236,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
389494,1494319492,102,430548_1007,1,0,,,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
918382,1494553200,102,430539_1007,1,0,6519,95766,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
132831,1494508231,102,430539_1007,1,0,,,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
167978,1494665419,102,430539_1007,1,0,4301|932|1044|6547|6547,76123|182608|224985|224985|136236,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
633475,1494121155,102,430539_1007,1,0,10912|6750|4432|6408|1147,264740|22498|20684|180812|312284,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
810283,1494647579,102,430548_1007,1,0,,,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
810283,1494392156,102,430548_1007,1,0,,,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
1049640,1494135812,102,430548_1007,1,0,,,0,4,2,4,,3,0,3,126,138148,20107,102457,98.0
968165,1494551681,102,430539_1007,1,0,861,224985,0,4,2,4,,3,0,2,126,138148,20107,102457,98.0
1099979,1494057069,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
541031,1494635692,102,430539_1007,1,0,6183|5859|6736|4526|4526,260584|70249|247789|38298|297153,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
477776,1494185149,102,430548_1007,1,0,,,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
895515,1494148440,102,430539_1007,1,0,4301,251140,20,3,2,3,2,3,0,3,126,138148,20107,102457,98.0
1620,1494055233,102,430539_1007,1,0,,,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
106567,1494221520,102,430548_1007,1,0,7388|6939|6559|11197|7426,25126|70782|101331|96593|301527,7,2,2,2,2,3,0,2,126,138148,20107,102457,98.0
1620,1494283409,102,430539_1007,1,0,,,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
284898,1494609520,102,430548_1007,1,0,,,0,4,2,4,,3,0,,126,138148,20107,102457,98.0
843459,1494004153,102,430539_1007,1,0,6553|7983|484|6182|11214,12126|71784|135352|250810|26470,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
1620,1494648296,102,430539_1007,1,0,,,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
653256,1494373224,102,430539_1007,1,0,5475|4301|7393|7393|6168,401401|415855|254372|326457|235692,0,4,2,4,,3,0,1,126,138148,20107,102457,98.0
1022975,1494659136,102,430539_1007,1,0,6516|978|12399|12399|10629,387520|316986|357380|110209|417701,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
1022975,1494329049,102,430539_1007,1,0,6516|978|12399|12399|10629,387520|316986|357380|110209|417701,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
379823,1494278927,102,430539_1007,1,0,,,0,5,2,5,2,2,0,,126,138148,20107,102457,98.0
740169,1494334943,102,430539_1007,1,0,126|126|4859|4859|4859,248198|361467|405904|376896|361939,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
59252,1494209588,102,430539_1007,1,0,145|385|11002|6239|6261,76564|129474|150790|18115|95098,0,1,2,1,,3,1,2,126,138148,20107,102457,98.0
370072,1494655732,102,430539_1007,1,0,,,0,5,2,5,,3,0,1,126,138148,20107,102457,98.0
258492,1494158910,102,430539_1007,1,0,4280|6423|4520|6300|4521,23127|117271|231739|127082|27416,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
1062314,1494080045,102,430539_1007,1,0,6143|6143|841|6143|6143,54414|54414|406954|54414|54414,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
1062314,1494383861,102,430539_1007,1,0,6561|6143|6143|6143|841,270930|54414|54414|54414|406954,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
1062314,1494586467,102,430539_1007,1,0,6561|6143|6143|6143|841,270930|54414|54414|54414|406954,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
508760,1494564116,102,430548_1007,1,0,,,33,4,2,4,2,3,0,2,126,138148,20107,102457,98.0
856037,1494561852,102,430539_1007,1,0,6523,318233,27,4,2,4,2,2,0,3,126,138148,20107,102457,98.0
740042,1494632158,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
305542,1494163765,102,430539_1007,1,0,,,,,,,,,,,126,138148,20107,102457,98.0
739740,1494369031,102,430539_1007,1,0,,,8,2,2,2,1,3,0,4,126,138148,20107,102457,98.0
782351,1494234723,102,430548_1007,1,0,7965,285503,8,2,2,2,1,3,0,4,126,138148,20107,102457,98.0
278361,1494182478,102,430539_1007,1,0,5866|5866|4510|5335|438,56500|280862|280862|443907|236675,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
909001,1494639542,102,430539_1007,1,0,1067|6515|8123|6943|856,446768|446768|204052|446768|163095,0,3,2,3,,3,0,1,126,138148,20107,102457,98.0
699134,1494219720,102,430548_1007,1,0,,,0,3,2,3,,3,0,1,126,138148,20107,102457,98.0
699748,1494150771,102,430548_1007,1,0,6261|6423|6550|126|4609,450744|57548|396344|248198|62353,21,3,2,3,3,3,0,1,126,138148,20107,102457,98.0
357442,1494478801,102,430539_1007,1,0,,,80,10,1,4,2,3,0,2,126,138148,20107,102457,98.0
738208,1494681355,102,430548_1007,1,0,,,34,4,2,4,2,3,0,4,126,138148,20107,102457,98.0
114993,1494302327,102,430539_1007,1,0,,,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
825977,1494568543,102,430539_1007,1,0,6246|4287|997|997|771,87120|24421|85356|85356|60650,16,3,2,3,1,3,0,2,126,138148,20107,102457,98.0
825977,1494249745,102,430539_1007,1,0,6730|126|7146|6426|6732,102457|102457|260846|132669|127082,16,3,2,3,1,3,0,2,126,138148,20107,102457,98.0
61628,1494237170,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
355080,1494492568,102,430539_1007,0,1,2385,328663,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
355080,1494287047,102,430539_1007,1,0,2385,328663,0,3,2,3,,3,0,4,126,138148,20107,102457,98.0
61628,1494554784,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
1051120,1494364955,102,430548_1007,1,0,7357|7357|7357|6423|7357,125883|125883|60479|141955|123541,18,3,2,3,2,3,0,1,126,138148,20107,102457,98.0
456530,1494641590,102,430539_1007,1,0,,,20,3,2,3,2,3,0,3,126,138148,20107,102457,98.0
642744,1494394323,102,430539_1007,1,0,4282|12674|541|541|4520,24909|331253|300438|93403|76975,0,12,1,6,,3,0,2,126,138148,20107,102457,98.0
963330,1494372158,102,430539_1007,1,0,6421,80741,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
715598,1494174916,102,430539_1007,1,0,6952|6952|4284|6025|6555,400146|135352|125991|197793|416990,34,4,2,4,2,3,0,4,126,138148,20107,102457,98.0
57185,1494078793,102,430539_1007,1,0,6432|5480|6276,293023|274892|248349,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
57185,1494605779,102,430539_1007,1,0,4427|4427|6432|5480|6276,139267|22315|293023|274892|248349,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
743980,1494471779,102,430539_1007,1,0,,,68,9,1,3,2,3,0,2,126,138148,20107,102457,98.0
269887,1494212870,102,430539_1007,1,0,6181,53399,0,10,1,4,,3,0,1,126,138148,20107,102457,98.0
1083384,1494103235,102,430548_1007,1,0,7345|6057|5309|6606|1578,177400|85412|155987|160402|311008,35,4,2,4,3,3,0,1,126,138148,20107,102457,98.0
411417,1494217506,102,430539_1007,1,0,7681|11197|11197|7681|5299,261083|232176|232176|261083|28999,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
411417,1494567644,102,430539_1007,1,0,4520|6261|562|4280|6578,180032|180032|412243|50655|102457,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
106567,1494646884,102,430548_1007,1,0,12250|7388|6939|6559|11197,448734|25126|70782|101331|96593,7,2,2,2,2,3,0,2,126,138148,20107,102457,98.0
519375,1494124802,102,430539_1007,1,0,12635|7426|8247|5309|9102,202396|312509|221131|221131|435954,19,3,2,3,2,3,0,2,126,138148,20107,102457,98.0
1003242,1494163586,102,430539_1007,1,0,6055|141|141|5539|6551,23103|260411|260411|67181|316922,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
476604,1494021349,102,430548_1007,1,0,,,0,10,1,4,,3,0,4,126,138148,20107,102457,98.0
476604,1494208318,102,430548_1007,1,0,,,0,10,1,4,,3,0,4,126,138148,20107,102457,98.0
1074427,1494583675,102,430539_1007,1,0,6181,163151,0,6,2,6,,3,0,4,126,138148,20107,102457,98.0
1074427,1494579540,102,430539_1007,1,0,6181,163151,0,6,2,6,,3,0,4,126,138148,20107,102457,98.0
1074406,1494681865,102,430539_1007,1,0,,,32,4,2,4,2,3,0,1,126,138148,20107,102457,98.0
554945,1494655369,102,430539_1007,1,0,6421|456|5464|527|6423,123654|391568|20859|376269|113768,0,9,1,3,,3,1,2,126,138148,20107,102457,98.0
476604,1494450814,102,430548_1007,1,0,,,0,10,1,4,,3,0,4,126,138148,20107,102457,98.0
736458,1494667917,102,430539_1007,1,0,,,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
516218,1494347154,102,430539_1007,1,0,4552|8197|6552|6553|6181,405808|304557|441542|190863|97608,45,5,2,5,2,3,0,3,126,138148,20107,102457,98.0
516218,1494077267,102,430539_1007,1,0,6181|6553|6730|6181|6552,196586|182742|250890|242771|66716,45,5,2,5,2,3,0,3,126,138148,20107,102457,98.0
896511,1494668028,102,430539_1007,1,0,6561|6561|6555|5349|6524,280118|301527|22498|198961|191818,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
443823,1494287291,102,430548_1007,1,0,8925,425589,81,10,1,4,2,3,0,3,126,138148,20107,102457,98.0
909078,1494032664,102,430539_1007,1,0,6181|6181|6181|6181|366,54414|159936|159936|159936|159936,32,4,2,4,2,3,0,1,126,138148,20107,102457,98.0
443823,1494023814,102,430548_1007,1,0,,,81,10,1,4,2,3,0,3,126,138148,20107,102457,98.0
789848,1494424535,102,430539_1007,1,0,4283|6158|4520|4505|4505,13682|384105|72882|430882|137715,32,4,2,4,2,3,0,1,126,138148,20107,102457,98.0
557468,1494594306,102,430539_1007,1,0,5309|6426|6426|6426|9455,102457|352813|438672|438672|246349,22,3,2,3,2,3,0,3,126,138148,20107,102457,98.0
508986,1494667509,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
878147,1494002540,102,430539_1007,1,0,411|6556|4552|4552|126,261083|44352|57921|57921|416240,0,10,1,4,,3,0,3,126,138148,20107,102457,98.0
878147,1494350720,102,430539_1007,1,0,411|6556|4552|4552|126,261083|44352|57921|57921|416240,0,10,1,4,,3,0,3,126,138148,20107,102457,98.0
878147,1494176384,102,430539_1007,1,0,411|6556|4552|4552|126,261083|44352|57921|57921|416240,0,10,1,4,,3,0,3,126,138148,20107,102457,98.0
878147,1494597733,102,430539_1007,1,0,12250|411|6556|4552|4552,448734|261083|44352|57921|57921,0,10,1,4,,3,0,3,126,138148,20107,102457,98.0
569950,1494547966,102,430539_1007,1,0,,,0,3,2,3,,3,0,2,126,138148,20107,102457,98.0
129852,1494112188,102,430539_1007,1,0,6407|6424|4526|6578|7820,337365|387520|98106|320939|353787,0,10,1,4,,3,0,1,126,138148,20107,102457,98.0
511567,1494566330,102,430548_1007,1,0,7266|9313|6561,181510|367751|18427,0,6,2,6,,3,0,,126,138148,20107,102457,98.0
239974,1494298267,102,430548_1007,1,0,4520,247789,45,5,2,5,2,3,0,4,126,138148,20107,102457,98.0
1074321,1494588735,102,430539_1007,1,0,6547,412961,0,4,2,4,,3,0,1,126,138148,20107,102457,98.0
238493,1494370526,102,430539_1007,1,0,6059|5945,166386|16180,0,4,2,4,,3,0,2,126,138148,20107,102457,98.0
238493,1494565605,102,430539_1007,1,0,6059|5945,166386|16180,0,4,2,4,,3,0,2,126,138148,20107,102457,98.0
864155,1494120822,102,430539_1007,1,0,,,49,6,2,6,2,3,0,1,126,138148,20107,102457,98.0
830436,1494060625,102,430548_1007,1,0,,,0,4,2,4,,3,0,4,126,138148,20107,102457,98.0
862449,1494225653,102,430539_1007,1,0,822|5299|5309|6946|6757,78853|141341|147918|46577|371329,0,3,2,3,,3,0,3,126,138148,20107,102457,98.0
745249,1494077612,102,430548_1007,1,0,,,46,5,2,5,2,3,0,2,126,138148,20107,102457,98.0
461795,1494552965,102,430539_1007,1,0,,,27,4,2,4,2,2,0,3,126,138148,20107,102457,98.0
869411,1494374085,102,430539_1007,1,0,6261|6261|6261|4521,381059|381059|36412|117908,46,5,2,5,3,3,0,1,126,138148,20107,102457,98.0
